lab_result_id,sample_type,ref_no,lab_no,bd_variant,received_date_raw,corrected_date_received,reported_date,period,project_num,state,trs,trs_confidence,lat,lon,region,latlon_source,customer_raw,farm_business_raw,mukey,texture_class,smf_cluster,bulk_density_g_cm3,core_diam_in,core_length_in,depth_range,toc_pct,tc_pct,cce_pct,inorganic_c_pct,om_pct,om_loi_pct,outlier_spatial_tier,outlier_toc_tier,outlier_bd_flag,match_completeness,op_code,customer_norm,point_id,sample_role
NW2024,BD,21889295,NW2024,A,2025-10-08,2025-10-08,2026-02-24,F25,4.0,ND,T158N-R64W-S20,exact,48.486767,-98.944447,ND_W,master_a,Werner Farms,WERNER FARMS,3247752.0,Loam,Medium,1.393,5.1,30.0,,1.58,2.56,8.2,0.98,,2.1,ok,,ok,full,25-52,werner farms,cc894667a6c0,monitoring
NW2025,BD,21889296,NW2025,A,2025-10-08,2025-10-08,2026-02-24,F25,4.0,ND,T158N-R64W-S20,exact,48.486767,-98.944447,ND_W,master_a,Werner Farms,WERNER FARMS,3247752.0,Loam,Medium,1.393,5.1,30.0,,1.54,2.62,9.0,1.08,,2.0,ok,,ok,full,25-52,werner farms,cc894667a6c0,monitoring
NW2026,BD,21889297,NW2026,A,2025-10-08,2025-10-08,2026-02-24,F25,4.0,ND,T158N-R64W-S20,exact,48.486767,-98.944447,ND_W,master_a,Werner Farms,WERNER FARMS,3247752.0,Loam,Medium,1.393,5.1,30.0,,1.72,2.46,6.2,0.74,,2.5,ok,,ok,full,25-52,werner farms,cc894667a6c0,monitoring
NW2027,BD,21889298,NW2027,A,2025-10-08,2025-10-08,2026-02-24,F25,4.0,ND,T158N-R64W-S20,exact,48.486767,-98.944447,ND_W,master_a,Werner Farms,WERNER FARMS,3247752.0,Loam,Medium,1.393,5.1,30.0,,1.73,2.57,7.0,0.84,,2.4,ok,,ok,full,25-52,werner farms,cc894667a6c0,monitoring
4427,DC,21889037,4427,,2025-09-24,2025-09-24,2026-02-02,F25,4.0,ND,T158N-R64W-S20,exact,48.486767,-98.944447,ND_W,master_a,Werner Farms,WERNER FARMS,3247752.0,Loam,Medium,1.393,,,0-12,1.8,2.6,7.1,,2.1,,ok,ok,ok,full,25-52,werner farms,cc894667a6c0,monitoring
4428,DC,21889038,4428,,2025-09-24,2025-09-24,2026-02-02,F25,4.0,ND,T158N-R64W-S20,exact,48.486767,-98.944447,ND_W,master_a,Werner Farms,WERNER FARMS,3247752.0,Loam,Medium,1.393,,,0-12,1.8,2.6,6.9,,2.1,,ok,ok,ok,full,25-52,werner farms,cc894667a6c0,monitoring
4429,DC,21889039,4429,,2025-09-24,2025-09-24,2026-02-02,F25,4.0,ND,T158N-R64W-S20,exact,48.486767,-98.944447,ND_W,master_a,Werner Farms,WERNER FARMS,3247752.0,Loam,Medium,1.393,,,0-12,1.7,2.6,8.0,,2.2,,ok,ok,ok,full,25-52,werner farms,cc894667a6c0,monitoring
4430,DC,21889041,4430,,2025-09-24,2025-09-24,2026-02-02,F25,4.0,ND,T158N-R64W-S20,exact,48.486767,-98.944447,ND_W,master_a,Werner Farms,WERNER FARMS,3247752.0,Loam,Medium,1.393,,,0-12,1.6,2.4,6.6,,2.2,,ok,ok,ok,full,25-52,werner farms,cc894667a6c0,monitoring
4431,DC,21889042,4431,,2025-09-24,2025-09-24,2026-02-02,F25,4.0,ND,T158N-R64W-S20,exact,48.486767,-98.944447,ND_W,master_a,Werner Farms,WERNER FARMS,3247752.0,Loam,Medium,1.393,,,0-12,1.7,2.5,6.7,,2.3,,ok,ok,ok,full,25-52,werner farms,cc894667a6c0,monitoring
4432,DC,21889043,4432,,2025-09-24,2025-09-24,2026-02-02,F25,4.0,ND,T158N-R64W-S20,exact,48.486767,-98.944447,ND_W,master_a,Werner Farms,WERNER FARMS,3247752.0,Loam,Medium,1.393,,,0-12,1.6,2.4,6.8,,2.1,,ok,ok,ok,full,25-52,werner farms,cc894667a6c0,monitoring
