lab_result_id,sample_type,ref_no,lab_no,bd_variant,received_date_raw,corrected_date_received,reported_date,period,project_num,state,trs,trs_confidence,lat,lon,region,latlon_source,customer_raw,farm_business_raw,mukey,texture_class,smf_cluster,bulk_density_g_cm3,core_diam_in,core_length_in,depth_range,toc_pct,tc_pct,cce_pct,inorganic_c_pct,om_pct,om_loi_pct,outlier_spatial_tier,outlier_toc_tier,outlier_bd_flag,match_completeness,op_code,customer_norm,point_id,sample_role
NW2974,BD,21822091,NW2974,A,2025-10-27,2025-10-27,2026-03-13,F25,4.0,ND,T149N-R85W-S11,exact,47.73905,-101.508467,ND_W,master_a,Majeres Farms,MAJERES FARMS,2595769.0,Loam,Medium,1.4,5.1,30.0,,2.05,2.11,0.5,0.06,,3.9,ok,,ok,full,25-45,majeres farms,7a0b87447d2b,monitoring
NW2975,BD,21822092,NW2975,A,2025-10-27,2025-10-27,2026-03-13,F25,4.0,ND,T149N-R85W-S11,exact,47.73905,-101.508467,ND_W,master_a,Majeres Farms,MAJERES FARMS,2595769.0,Loam,Medium,1.4,5.1,30.0,,1.97,1.97,0.0,0.0,,3.7,ok,,ok,full,25-45,majeres farms,7a0b87447d2b,monitoring
NW2976,BD,21822093,NW2976,A,2025-10-27,2025-10-27,2026-03-13,F25,4.0,ND,T149N-R85W-S11,exact,47.73905,-101.508467,ND_W,master_a,Majeres Farms,MAJERES FARMS,2595769.0,Loam,Medium,1.4,5.1,30.0,,1.71,1.72,0.1,0.01,,3.2,ok,,ok,full,25-45,majeres farms,7a0b87447d2b,monitoring
NW2977,BD,21822094,NW2977,A,2025-10-27,2025-10-27,2026-03-13,F25,4.0,ND,T149N-R85W-S11,exact,47.73905,-101.508467,ND_W,master_a,Majeres Farms,MAJERES FARMS,2595769.0,Loam,Medium,1.4,5.1,30.0,,1.57,1.61,0.3,0.04,,3.1,ok,,ok,full,25-45,majeres farms,7a0b87447d2b,monitoring
NW2978,BD,21822095,NW2978,A,2025-10-27,2025-10-27,2026-03-13,F25,4.0,ND,T149N-R84W-S30,exact,47.702375,-101.480381,ND_W,master_a,Majeres Farms,MAJERES FARMS,2595769.0,Loam,Medium,1.4,5.1,30.0,,0.85,0.87,0.2,0.02,,1.8,ok,,ok,full,25-45,majeres farms,485dd7138e73,monitoring
NW2979,BD,21822096,NW2979,A,2025-10-27,2025-10-27,2026-03-13,F25,4.0,ND,T149N-R84W-S30,exact,47.702375,-101.480381,ND_W,master_a,Majeres Farms,MAJERES FARMS,2595769.0,Loam,Medium,1.4,5.1,30.0,,1.06,1.13,0.6,0.07,,2.0,ok,,ok,full,25-45,majeres farms,485dd7138e73,monitoring
NW2980,BD,21822097,NW2980,A,2025-10-27,2025-10-27,2026-03-13,F25,4.0,ND,T149N-R84W-S30,exact,47.702375,-101.480381,ND_W,master_a,Majeres Farms,MAJERES FARMS,2595769.0,Loam,Medium,1.4,5.1,30.0,,1.19,3.36,18.1,2.17,,1.4,ok,,ok,full,25-45,majeres farms,485dd7138e73,monitoring
NW2981,BD,21822098,NW2981,A,2025-10-27,2025-10-27,2026-03-13,F25,4.0,ND,T149N-R84W-S30,exact,47.702375,-101.480381,ND_W,master_a,Majeres Farms,MAJERES FARMS,2595769.0,Loam,Medium,1.4,5.1,30.0,,1.33,3.25,16.0,1.92,,1.8,ok,,ok,full,25-45,majeres farms,485dd7138e73,monitoring
4253,DC,21888849,4253,,2025-09-24,2025-09-24,2026-02-02,F25,4.0,ND,T150N-R84W-S36,exact,47.775397,-101.378281,ND_W,master_a,Majeres Farms,MAJERES FARMS,2564242.0,Loam,Medium,1.43,,,0-12,2.3,2.3,0.2,,4,,ok,ok,ok,full,25-45,majeres farms,532099f267ac,monitoring
4254,DC,21888850,4254,,2025-09-24,2025-09-24,2026-02-02,F25,4.0,ND,T150N-R84W-S36,exact,47.775397,-101.378281,ND_W,master_a,Majeres Farms,MAJERES FARMS,2564242.0,Loam,Medium,1.43,,,0-12,2.3,2.3,0.4,,4.1,,ok,ok,ok,full,25-45,majeres farms,532099f267ac,monitoring
